# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
239.0000 HM2 349403 2 150.0000 p53 r67 297 N p53->v86->r67
407.0000 HM3 309675 3 265.0000 p57 r75 295 N p57->p37->v91->r75
757.0000 HM10 290273 3 301.0000 p17 r74 294 N p17->p30->v93->r74
1025.0000 HM11 238913 1 513.0000 p37 r79 291 N p37->r79
1039.0000 HM6 420844 2 773.0000 p15 r61 287 N p15->v80->r61
1131.0000 HM7 132990 2 810.0000 p15 r75 286 N p15->v80->r75
1225.0000 HM17 201027 3 449.0000 p37 r78 292 N p37->r61->p2->r78
1248.0000 HM18 204873 2 425.0000 p18 r62 292 N p18->v93->r62
1276.0000 HM14 405435 1 628.0000 p1 r73 289 N p1->r73
1524.0000 HM9 411603 2 1107.0000 p34 r60 281 N p34->r73->r60
1577.0000 HM5 134611 2 1345.0000 p14 r67 277 N p14->v92->r67
1649.0000 HM32 338883 2 212.0000 p55 r60 296 N p55->v84->r60
1670.0000 HM8 188404 2 1290.0000 p1 r67 278 N p1->v83->r67
1712.0000 HM38 163591 1 4.0000 p47 r74 299 N p47->r74
1714.0000 HM13 276041 3 1121.0000 p17 r64 281 N p17->p30->r75->r64
1786.0000 HM1 144841 2 1742.0000 p21 r66 270 N p21->r68->r66
1787.0000 HM29 180437 2 466.0000 p49 r61 292 N p49->v94->r61
1900.0000 HM34 245826 1 369.0000 p52 r60 293 N p52->r60
2031.0000 HM12 196112 3 1476.0000 p46 r66 275 N p46->r64->v85->r66
2045.0000 HM42 139880 1 171.0000 p25 r68 297 N p25->r68
2095.0000 HM26 225834 3 905.0000 p12 r69 284 N p12->p53->v83->r69
2381.0000 HM31 101950 3 988.0000 p3 r72 283 N p3->p23->v80->r72
2414.0000 HM35 403530 3 842.0000 p59 r64 285 N p59->r78->p6->r64
2429.0000 HM40 107364 2 638.0000 p40 r78 289 N p40->p26->r78
2474.0000 HM21 451644 1 1533.0000 p40 r64 274 N p40->r64
2551.0000 HM19 140398 2 1696.0000 p51 r65 271 N p51->v91->r65
3025.0000 HM48 433561 2 899.0000 p44 r62 285 N p44->v89->r62
3044.0000 HM36 451981 2 1430.0000 p8 r74 276 N p8->r72->r74
3074.0000 HM20 104870 3 2189.0000 p31 r67 263 N p31->p41->v88->r67
3141.0000 HM27 481973 2 1907.0000 p6 r70 268 N p6->v86->r70
3368.0000 HM23 214313 2 2319.0000 p24 r79 261 N p24->v90->r79
3374.0000 HM28 358803 3 2086.0000 p33 r67 265 N p33->p42->r73->r67
3589.0000 HM53 168101 3 1228.0000 p55 r72 279 N p55->p50->v94->r72
3655.0000 HM68 306866 2 617.0000 p19 r69 289 N p19->p24->r69
3794.0000 HM69 102691 2 715.0000 p50 r64 288 N p50->v93->r64
3897.0000 HM49 278903 2 1718.0000 p18 r66 271 N p18->v87->r66
3961.0000 HM30 232834 2 2601.0000 p46 r73 256 N p46->v92->r73
4004.0000 HM63 113829 3 1189.0000 p51 r69 280 N p51->p20->v93->r69
4014.0000 HM86 487223 1 144.0000 p8 r72 297 N p8->r72
4027.0000 HM52 260522 3 1705.0000 p18 r66 271 N p18->v90->r65->r66
4030.0000 HM55 118608 2 1565.0000 p41 r65 273 N p41->v83->r65
4073.0000 HM33 220232 3 2576.0000 p42 r65 257 N p42->p33->p20->r65
4080.0000 HM84 141407 2 294.0000 p52 r67 295 N p52->v81->r67
4087.0000 HM54 429478 2 1680.0000 p15 r73 272 N p15->p43->r73
4236.0000 HM57 453848 1 1681.0000 p37 r71 271 N p37->r71
